customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
9282-IZGQK,Fiber optic,No,No,No,No,No,Yes
5348-CAGXB,Fiber optic,No,No,Yes,No,Yes,No
0621-HJWXJ,Fiber optic,No,Yes,No,No,No,No
5844-QVTAT,DSL,Yes,Yes,Yes,No,No,No
8905-IAZPF,Fiber optic,No,Yes,No,No,Yes,Yes
5394-MEITZ,DSL,No,Yes,Yes,Yes,Yes,Yes
6859-QNXIQ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2782-LFZVW,DSL,No,No,No,No,No,Yes
1342-JPNKI,Fiber optic,No,No,No,No,Yes,No
2817-NTQDO,DSL,Yes,No,No,Yes,Yes,No
7129-AZJDE,Fiber optic,No,No,No,No,No,Yes
6986-IJDHX,Fiber optic,No,Yes,No,No,Yes,No
2560-PPCHE,Fiber optic,No,Yes,No,Yes,Yes,Yes
4676-MQUEA,Fiber optic,Yes,Yes,Yes,No,Yes,No
3580-HYCSP,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1352-HNSAW,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5301-GAUUY,Fiber optic,No,Yes,No,No,No,No
5791-KAJFD,DSL,Yes,No,Yes,No,No,Yes
1154-HYWWO,DSL,Yes,Yes,No,Yes,Yes,No
2501-XWWTZ,Fiber optic,No,No,No,No,No,No
3716-UVSPD,DSL,No,No,No,Yes,No,No
6815-ABQFQ,Fiber optic,No,Yes,No,Yes,Yes,Yes
3701-SFMUH,DSL,Yes,No,No,No,Yes,Yes
6103-LIANB,Fiber optic,No,No,Yes,No,Yes,Yes
7319-VENRZ,DSL,No,No,Yes,Yes,Yes,No
5846-NEQVZ,DSL,Yes,No,Yes,Yes,No,Yes
6967-QIQRV,Fiber optic,Yes,No,No,Yes,Yes,Yes
5781-RFZRP,DSL,Yes,Yes,No,Yes,Yes,No
0939-YAPAF,Fiber optic,No,No,Yes,No,Yes,Yes
0308-IVGOK,DSL,No,Yes,Yes,Yes,No,No
7025-WCBNE,DSL,No,Yes,No,Yes,No,No
5756-JYOJT,DSL,No,No,Yes,Yes,No,Yes
4710-FDUIZ,Fiber optic,No,Yes,No,No,Yes,Yes
6030-REHUX,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9548-LIGTA,DSL,Yes,Yes,No,Yes,Yes,Yes
5150-LJNSR,Fiber optic,Yes,No,Yes,No,Yes,No
8270-RKSAP,Fiber optic,No,No,No,No,No,No
6522-YRBXD,Fiber optic,Yes,Yes,No,No,No,Yes
3627-FHKBK,Fiber optic,Yes,No,No,No,No,No
2865-TCHJW,Fiber optic,No,No,Yes,No,Yes,No
5192-EBGOV,Fiber optic,No,No,No,No,Yes,No
4568-KNYWR,DSL,Yes,Yes,No,No,Yes,No
0742-LAFQK,Fiber optic,Yes,Yes,Yes,No,No,Yes
0795-LAFGP,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0619-OLYUR,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0459-SPZHJ,DSL,Yes,Yes,Yes,No,Yes,Yes
0215-BQKGS,Fiber optic,Yes,Yes,Yes,No,No,No
9244-ZVAPM,DSL,No,No,No,No,No,No
0719-SYFRB,DSL,Yes,No,Yes,Yes,No,No
8208-EUMTE,DSL,Yes,Yes,Yes,Yes,Yes,No
5172-MIGPM,DSL,No,No,No,Yes,No,Yes
1710-RCXUS,Fiber optic,No,Yes,No,No,No,Yes
5839-SUYVZ,Fiber optic,No,No,No,Yes,No,No
1096-ADRUX,Fiber optic,No,No,No,No,No,No
2001-MCUUW,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2731-GJRDG,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4723-BEGSG,DSL,Yes,No,Yes,Yes,Yes,Yes
6516-NKQBO,DSL,Yes,No,Yes,Yes,Yes,Yes
8672-OAUPW,DSL,No,No,No,Yes,No,No
8207-DMRVL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3419-SNJJD,Fiber optic,Yes,No,Yes,No,Yes,Yes
6543-CPZMK,DSL,No,Yes,No,No,No,No
4765-OXPPD,DSL,Yes,Yes,Yes,Yes,No,No
6689-VRRTK,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7138-GIRSH,DSL,No,No,Yes,Yes,No,Yes
9396-ZSFLL,DSL,No,No,No,No,No,No
6464-KEXXH,DSL,No,No,No,No,No,No
7134-MJPDY,Fiber optic,No,No,Yes,Yes,Yes,Yes
5240-CAOYT,Fiber optic,Yes,Yes,No,Yes,No,No
4059-IIEBK,Fiber optic,No,Yes,No,No,No,No
4881-JVQOD,DSL,No,No,No,No,No,Yes
0516-UXRMT,Fiber optic,Yes,Yes,Yes,No,No,No
4851-BQDNX,Fiber optic,No,No,Yes,No,Yes,No
3003-CMDUU,Fiber optic,No,No,No,Yes,Yes,Yes
5016-IBERQ,Fiber optic,No,Yes,Yes,No,No,No
6797-UCJHZ,Fiber optic,No,Yes,Yes,No,Yes,Yes
2469-DTSGX,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4554-YGZIH,Fiber optic,No,Yes,No,No,No,Yes
5099-BAILX,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9931-KGHOA,DSL,Yes,No,No,No,No,No
1775-KWJKQ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9411-TPQQV,DSL,Yes,No,No,Yes,Yes,Yes
7207-RMRDB,Fiber optic,No,Yes,Yes,No,Yes,Yes
7954-MLBUN,Fiber optic,No,No,Yes,Yes,Yes,Yes
2077-DDHJK,DSL,Yes,Yes,Yes,Yes,No,No
4913-EHYUI,Fiber optic,Yes,No,Yes,No,Yes,Yes
0195-IESCP,Fiber optic,No,No,No,No,No,Yes
4580-TMHJU,DSL,No,No,No,No,Yes,No
0970-ETWGE,Fiber optic,No,No,No,No,Yes,Yes
4908-XAXAY,Fiber optic,No,Yes,Yes,No,No,Yes
1626-ERCMM,Fiber optic,No,No,No,No,Yes,Yes
0887-HJGAR,DSL,No,No,No,No,No,No
2391-IPLOP,DSL,No,No,Yes,Yes,Yes,No
5644-PDMZC,Fiber optic,No,Yes,No,No,No,Yes
3509-GWQGF,Fiber optic,No,No,No,No,No,No
9576-ANLXO,Fiber optic,No,No,No,No,No,No
2024-BASKD,Fiber optic,No,No,Yes,No,No,No
5183-SNMJQ,Fiber optic,No,No,No,Yes,Yes,Yes
8100-PNJMH,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7838-LAZFO,DSL,Yes,Yes,Yes,No,Yes,Yes
5650-VDUDS,DSL,No,No,No,No,No,No
8095-WANWK,DSL,No,No,No,No,No,No
9565-FLVCG,DSL,Yes,Yes,No,No,No,Yes
2800-VEQXM,Fiber optic,No,No,Yes,No,No,No
7538-GWHML,Fiber optic,No,No,No,No,No,No
5533-RJFTJ,DSL,No,No,Yes,No,No,No
3859-CVCET,DSL,No,No,No,No,No,No
0214-JHPFW,DSL,No,Yes,Yes,Yes,Yes,Yes
3276-HDUEG,Fiber optic,No,No,No,No,No,No
0823-HSCDJ,DSL,No,Yes,No,No,Yes,Yes
3729-OWRVL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0822-GAVAP,DSL,No,No,No,No,No,Yes
5760-IFJOZ,Fiber optic,No,Yes,Yes,No,Yes,Yes
2826-UWHIS,Fiber optic,No,Yes,No,No,No,No
1448-PWKYE,Fiber optic,No,No,No,No,No,Yes
7501-IWUNG,DSL,No,No,Yes,Yes,Yes,Yes
4957-TREIR,DSL,Yes,No,No,Yes,Yes,No
7251-LJBQN,Fiber optic,No,No,Yes,Yes,Yes,Yes
8040-MNRTF,Fiber optic,No,No,No,No,No,No
1536-HBSWP,DSL,No,No,No,Yes,No,No
0067-DKWBL,DSL,Yes,No,No,No,No,No
0946-FKYTX,DSL,No,Yes,No,No,No,No
5076-YVXCM,Fiber optic,No,No,No,No,No,Yes
6663-JOCQO,DSL,Yes,Yes,No,Yes,No,Yes
2276-YDAVZ,Fiber optic,No,No,No,No,No,No
0078-XZMHT,DSL,No,Yes,Yes,Yes,Yes,Yes
5896-NPFWW,DSL,No,No,Yes,No,No,No
9978-HYCIN,Fiber optic,No,Yes,No,No,Yes,No
8338-QIUNR,DSL,Yes,No,Yes,Yes,No,No
1525-LNLOJ,DSL,No,No,Yes,No,Yes,No
9450-TRJUU,Fiber optic,No,No,No,No,Yes,No
1766-GKNMI,Fiber optic,No,No,No,No,No,Yes
1456-TWCGB,DSL,No,Yes,No,No,No,No
7133-VBDCG,Fiber optic,Yes,Yes,No,No,No,No
7596-ZYWBB,DSL,Yes,Yes,No,Yes,No,No
8329-UTMVM,Fiber optic,No,Yes,No,Yes,Yes,Yes
3014-WJKSM,Fiber optic,No,No,Yes,No,No,No
3347-YJZZE,DSL,No,Yes,Yes,No,Yes,Yes
7929-DMBCV,Fiber optic,No,No,Yes,Yes,No,No
5433-KYGHE,Fiber optic,Yes,No,No,Yes,No,No
5575-TPIZQ,Fiber optic,Yes,No,No,No,Yes,No
0114-IGABW,DSL,No,Yes,Yes,Yes,Yes,Yes
9944-AEXBM,Fiber optic,No,No,No,No,No,Yes
1853-ARAAQ,DSL,No,No,Yes,No,Yes,Yes
6952-OMNWB,Fiber optic,No,No,Yes,No,No,No
4952-YSOGZ,Fiber optic,No,No,No,No,No,Yes
1589-AGTLK,DSL,No,No,No,No,No,No
5244-IRFIH,Fiber optic,No,No,No,No,Yes,Yes
6786-OBWQR,Fiber optic,No,No,No,No,Yes,No
2684-EIWEO,Fiber optic,Yes,Yes,Yes,No,No,No
2753-JMMCV,DSL,No,Yes,Yes,Yes,No,Yes
6439-GTPCA,Fiber optic,No,No,Yes,Yes,No,No
1216-JWVUX,Fiber optic,No,Yes,No,No,No,No
7564-GHCVB,Fiber optic,Yes,No,No,No,No,No
1173-NOEYG,Fiber optic,No,No,Yes,No,No,Yes
7595-EHCDL,DSL,No,No,Yes,No,Yes,Yes
6647-ZEDXT,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2521-NPUZR,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
1307-TVUFB,Fiber optic,No,Yes,No,No,No,No
7503-MIOGA,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4381-MHQDC,DSL,Yes,No,Yes,Yes,No,No
6923-JHPMP,Fiber optic,Yes,No,Yes,No,No,No
5138-WVKYJ,Fiber optic,Yes,No,No,No,Yes,Yes
1635-FJFCC,DSL,No,No,No,No,No,No
2499-AJYUA,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6919-ELBGL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3966-HRMZA,Fiber optic,No,No,Yes,No,No,No
8405-IGQFX,Fiber optic,No,No,Yes,Yes,Yes,No
8224-IVVPA,DSL,Yes,Yes,No,No,No,No
9477-LGWQI,DSL,Yes,Yes,Yes,No,Yes,Yes
1410-RSCMR,DSL,Yes,No,Yes,Yes,No,Yes
0139-IVFJG,Fiber optic,Yes,Yes,No,No,Yes,No
6683-VLCTZ,Fiber optic,No,No,Yes,No,Yes,Yes
2189-WWOEW,Fiber optic,No,Yes,No,No,No,Yes
5684-FJVYR,Fiber optic,Yes,Yes,No,Yes,No,No
1894-IGFSG,Fiber optic,No,No,No,No,Yes,Yes
7379-POKDZ,Fiber optic,No,No,No,No,No,No
1266-NZYUI,DSL,Yes,No,Yes,Yes,No,No
4718-DHSMV,DSL,No,No,No,No,Yes,No
5175-WLYXL,Fiber optic,No,Yes,No,No,No,No
8728-SKJLR,Fiber optic,No,No,No,Yes,No,No
3137-NYQQI,DSL,Yes,Yes,No,No,No,Yes
0236-HFWSV,Fiber optic,No,No,No,No,Yes,Yes
5842-POCOP,Fiber optic,Yes,No,Yes,No,No,Yes
2037-XJFUP,Fiber optic,No,No,Yes,No,Yes,Yes
8823-RLPWL,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9505-SQFSW,DSL,No,Yes,No,No,No,Yes
7314-OXENN,Fiber optic,No,Yes,No,No,No,No
3758-CKOQL,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
0322-CHQRU,DSL,No,No,No,No,No,No
5676-CFLYY,DSL,No,Yes,No,Yes,Yes,Yes
7521-AFHAB,DSL,No,No,No,No,No,No
0285-INHLN,DSL,Yes,Yes,No,No,No,No
4678-DVQEO,DSL,No,No,No,Yes,No,No
5125-CNDSP,DSL,Yes,Yes,No,Yes,No,No
0691-IFBQW,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
4992-LTJNE,DSL,Yes,No,No,No,No,No
2202-OUTMO,DSL,Yes,No,No,Yes,No,No
0810-BDHAW,DSL,Yes,Yes,No,No,Yes,Yes
0229-LFJAF,DSL,Yes,Yes,Yes,Yes,No,No
7131-ZQZNK,DSL,Yes,No,Yes,Yes,Yes,Yes
3442-ZHHCC,DSL,Yes,Yes,Yes,No,No,Yes
9871-ELEYA,DSL,Yes,No,Yes,Yes,Yes,No
4257-GAESD,DSL,No,No,No,No,Yes,Yes
5173-WXOQV,DSL,No,Yes,No,Yes,No,Yes
2040-OBMLJ,Fiber optic,No,No,No,Yes,No,No
3009-JWMPU,Fiber optic,No,No,Yes,No,Yes,Yes
5671-RQRLP,Fiber optic,No,No,No,No,No,No
1450-GALXR,Fiber optic,No,No,No,Yes,Yes,Yes
3174-AKMAS,DSL,No,Yes,No,Yes,Yes,No
3138-BKYAV,Fiber optic,No,Yes,No,No,Yes,No
9926-PJHDQ,DSL,No,No,Yes,No,Yes,Yes
7382-DFJTU,DSL,No,No,Yes,Yes,No,No
2798-NYLMZ,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4289-DTDKW,Fiber optic,No,Yes,No,No,Yes,Yes
1820-TQVEV,Fiber optic,No,No,No,No,No,No
2239-JALAW,Fiber optic,No,Yes,Yes,No,Yes,Yes
4853-RULSV,Fiber optic,Yes,No,No,Yes,Yes,Yes
3551-GAEGL,DSL,Yes,No,No,No,No,No
3196-NVXLZ,Fiber optic,No,No,No,No,Yes,No
6275-YDUVO,Fiber optic,No,No,Yes,No,No,Yes
0036-IHMOT,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0115-TFERT,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4178-EGMON,Fiber optic,Yes,Yes,No,Yes,No,No
4220-TINQT,Fiber optic,No,No,Yes,Yes,Yes,Yes
5318-YKDPV,DSL,Yes,No,Yes,Yes,Yes,Yes
7975-TZMLR,Fiber optic,No,Yes,Yes,No,Yes,Yes
0295-QVKPB,DSL,No,No,Yes,Yes,Yes,No
2311-QYMUQ,Fiber optic,No,Yes,Yes,No,Yes,No
3643-AHCFP,Fiber optic,No,No,No,No,Yes,Yes
3104-OWCGK,Fiber optic,No,Yes,Yes,No,Yes,No
5337-IIWKZ,DSL,No,No,Yes,Yes,Yes,No
9101-BWFSS,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3487-EARAT,DSL,Yes,Yes,Yes,Yes,No,Yes
2672-TGEFF,Fiber optic,No,Yes,No,No,Yes,No
9231-ZJYAM,Fiber optic,No,No,No,No,Yes,No
4250-WAROZ,Fiber optic,Yes,Yes,No,No,No,Yes
8184-WMOFI,DSL,Yes,No,Yes,Yes,No,Yes
6982-SSHFK,DSL,No,No,No,No,No,No
6092-QZVPP,DSL,Yes,No,Yes,Yes,Yes,Yes
0727-BMPLR,Fiber optic,No,No,Yes,No,Yes,Yes
0392-BZIUW,Fiber optic,Yes,No,Yes,No,Yes,Yes
6549-NNDYT,DSL,Yes,No,No,No,No,No
3027-ZTDHO,Fiber optic,No,No,No,No,Yes,Yes
6916-HIJSE,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2316-ESMLS,DSL,Yes,No,No,Yes,No,No
9778-OGKQZ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7408-OFWXJ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6007-TCTST,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2252-NKNSI,DSL,Yes,Yes,No,Yes,Yes,Yes
7905-TVXTA,DSL,Yes,No,No,Yes,Yes,No
2382-BCKQJ,Fiber optic,No,No,Yes,No,Yes,Yes
8374-UULRV,DSL,Yes,Yes,No,Yes,Yes,Yes
2207-NHRJK,DSL,No,Yes,No,No,No,No
3224-DFQNQ,Fiber optic,Yes,Yes,No,Yes,No,No
5275-PMFUT,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9777-IQHWP,Fiber optic,Yes,No,Yes,No,No,Yes
0947-MUGVO,Fiber optic,No,Yes,No,No,No,No
9944-HKVVB,Fiber optic,No,Yes,No,No,Yes,Yes
4124-MMETB,Fiber optic,No,No,No,No,Yes,Yes
3671-SHRSP,Fiber optic,No,No,Yes,Yes,No,No
0979-MOZQI,DSL,No,No,No,Yes,Yes,No
3313-QKNKB,Fiber optic,No,No,No,No,No,Yes
1937-OTUKY,Fiber optic,Yes,No,Yes,Yes,Yes,No
1573-LGXBA,Fiber optic,No,Yes,Yes,No,Yes,Yes
5073-WXOYN,DSL,No,Yes,No,No,Yes,Yes
4713-ZBURT,Fiber optic,No,No,Yes,No,Yes,Yes
3050-GBUSH,DSL,No,No,No,No,Yes,No
0207-MDKNV,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
7876-AEHIG,DSL,Yes,No,Yes,Yes,Yes,Yes
7945-HLKEA,DSL,Yes,No,Yes,Yes,No,No
9342-VNIMQ,DSL,No,Yes,No,No,No,No
9851-KIELU,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3908-BLSYF,Fiber optic,No,No,Yes,No,No,Yes
3199-NPKCN,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5170-PTRKA,DSL,Yes,No,No,Yes,No,No
2123-AGEEN,Fiber optic,No,No,Yes,No,Yes,No
1258-YMZNM,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0048-LUMLS,Fiber optic,No,No,No,No,Yes,Yes
7549-MYGPK,Fiber optic,Yes,Yes,Yes,No,Yes,No
5898-IGSLP,Fiber optic,Yes,No,Yes,Yes,No,No
3804-RVTGV,Fiber optic,No,Yes,Yes,No,Yes,Yes
6259-WJQLC,Fiber optic,No,No,Yes,No,No,No
9227-LUNBG,DSL,No,No,No,No,No,No
7997-EASSD,Fiber optic,No,No,No,Yes,No,No
0730-KOAVE,Fiber optic,Yes,Yes,No,No,No,Yes
8975-SKGRX,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0678-RLHVP,Fiber optic,No,Yes,Yes,No,Yes,Yes
4315-MURBD,Fiber optic,Yes,No,No,Yes,Yes,Yes
2267-FPIMA,Fiber optic,Yes,Yes,No,No,No,Yes
9734-YWGEX,Fiber optic,No,No,Yes,No,Yes,Yes
2719-BDAQO,Fiber optic,Yes,No,No,No,Yes,Yes
5285-MVEHD,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0379-DJQHR,DSL,Yes,Yes,Yes,No,Yes,Yes
0781-LKXBR,Fiber optic,No,No,Yes,No,Yes,Yes
5543-QDCRY,DSL,No,No,No,No,Yes,No
0297-RBCSG,DSL,No,Yes,No,Yes,No,Yes
0835-JKADZ,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1907-UBQFC,Fiber optic,No,Yes,No,No,No,No
7508-SMHXL,Fiber optic,No,Yes,No,No,Yes,No
3865-YIOTT,Fiber optic,Yes,No,Yes,No,Yes,Yes
6513-EECDB,Fiber optic,No,No,No,No,No,No
3956-CJUST,Fiber optic,Yes,No,No,No,No,No
4079-WWQQQ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6103-BOCOU,Fiber optic,No,No,Yes,No,No,No
5149-TGWDZ,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4301-VVZKA,Fiber optic,No,No,No,No,No,No
9199-PWQVC,DSL,Yes,Yes,No,No,Yes,Yes
4824-GUCBY,Fiber optic,Yes,Yes,No,No,No,No
5393-HJZSM,DSL,Yes,Yes,Yes,Yes,No,Yes
7074-IEVOJ,Fiber optic,No,Yes,No,No,No,No
9625-QSTYE,Fiber optic,No,Yes,Yes,No,No,No
0862-PRCBS,Fiber optic,No,Yes,No,Yes,Yes,Yes
8812-ZRHFP,Fiber optic,No,No,Yes,No,No,Yes
5146-CBVOE,Fiber optic,No,Yes,No,No,No,No
0454-OKRCT,Fiber optic,No,Yes,No,Yes,No,No
4750-ZRXIU,Fiber optic,No,No,No,No,No,Yes
4198-VFOEA,DSL,Yes,No,No,Yes,No,No
6630-UJZMY,Fiber optic,No,No,No,No,Yes,No
5709-LVOEQ,DSL,Yes,Yes,Yes,No,Yes,Yes
6400-BWQKW,Fiber optic,Yes,No,No,No,No,No
2692-AQCPF,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0811-GSDTP,DSL,No,Yes,No,No,No,No
7567-ECMCM,Fiber optic,No,No,No,No,No,Yes
6115-ZTBFQ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6353-BRMMA,Fiber optic,Yes,Yes,No,No,Yes,Yes
6680-WKXRZ,Fiber optic,No,No,No,No,No,No
9904-EHEVJ,Fiber optic,No,No,Yes,No,Yes,No
7028-DVOIQ,Fiber optic,No,No,Yes,No,Yes,Yes
4208-UFFGW,DSL,No,No,No,No,No,No
8584-KMVXD,Fiber optic,No,Yes,No,No,No,No
8467-WYNSR,DSL,Yes,No,No,Yes,No,No
0851-DFJKB,DSL,Yes,No,Yes,Yes,No,No
5382-SOYZL,Fiber optic,No,No,No,No,Yes,Yes
9448-REEVD,DSL,No,No,No,No,No,No
8388-FYNPZ,DSL,Yes,No,Yes,No,No,No
4002-BQWPQ,DSL,Yes,Yes,Yes,Yes,No,Yes
5651-YLPRD,Fiber optic,No,Yes,No,No,Yes,No
2826-DXLQO,DSL,Yes,No,No,No,No,No
9489-UTFKA,DSL,Yes,No,No,No,Yes,No
4849-PYRLQ,DSL,Yes,No,Yes,Yes,No,Yes
9117-SHLZX,DSL,No,No,No,No,No,No
9889-TMAHG,Fiber optic,Yes,No,No,Yes,Yes,Yes
3429-IFLEM,DSL,Yes,Yes,Yes,Yes,Yes,No
3158-MOERK,Fiber optic,No,No,No,No,Yes,Yes
7294-TMAOP,Fiber optic,No,No,No,No,Yes,Yes
5002-GCQFH,Fiber optic,Yes,Yes,No,No,Yes,No
0556-FJEGU,DSL,No,Yes,Yes,Yes,Yes,No
8919-FYFQZ,DSL,No,Yes,No,No,No,No
0604-THJFP,DSL,No,Yes,No,Yes,Yes,Yes
2834-JRTUA,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5875-YPQFJ,Fiber optic,No,No,No,No,No,No
5879-SESNB,Fiber optic,No,No,No,No,No,No
6646-QVXLR,Fiber optic,No,Yes,Yes,No,Yes,Yes
6461-PPAXN,DSL,Yes,No,No,Yes,No,No
2483-XSSMZ,DSL,Yes,No,No,No,No,No
8603-IJWDN,Fiber optic,No,No,No,No,No,Yes
9369-XFEHK,Fiber optic,No,Yes,No,No,No,No
2604-XVDAM,DSL,No,No,No,No,No,No
1206-EHBDD,Fiber optic,Yes,No,Yes,No,No,No
3842-IYKUE,Fiber optic,No,Yes,No,Yes,No,No
6641-XRPSU,Fiber optic,No,No,No,No,No,No
1374-DMZUI,Fiber optic,No,No,No,No,Yes,Yes
3234-VKACU,DSL,No,No,No,Yes,Yes,Yes
8357-EQXFO,Fiber optic,No,No,Yes,No,Yes,Yes
1989-PRJHP,Fiber optic,No,No,No,No,No,No
8120-JDCAM,Fiber optic,No,No,No,No,No,No
2858-EIMXH,Fiber optic,No,No,No,No,Yes,Yes
9524-EGPJC,Fiber optic,No,No,No,Yes,No,Yes
6993-OHLXR,Fiber optic,No,No,No,No,No,No
8818-XYFCQ,Fiber optic,Yes,No,No,No,Yes,Yes
0929-HYQEW,DSL,Yes,No,No,No,No,No
6614-YOLAC,DSL,Yes,Yes,No,Yes,Yes,Yes
7426-RHZGU,Fiber optic,No,No,No,Yes,Yes,Yes
4065-JJAVA,DSL,No,Yes,No,No,No,No
4695-VADHF,DSL,No,No,Yes,No,No,Yes
3863-IUBJR,DSL,No,No,No,No,No,Yes
7649-SIJJF,DSL,Yes,Yes,Yes,Yes,No,Yes
3748-FVMZZ,DSL,No,No,No,Yes,No,Yes
1452-XRSJV,DSL,Yes,No,No,No,No,No
3422-WJOYD,DSL,Yes,No,No,Yes,No,No
8242-SOQUO,Fiber optic,No,Yes,No,No,Yes,No
7460-ITWWP,Fiber optic,No,No,Yes,No,No,Yes
7147-AYBAA,Fiber optic,No,No,No,No,No,No
7868-TMWMZ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4822-RVYBB,Fiber optic,No,No,Yes,No,Yes,Yes
6732-FZUGP,Fiber optic,Yes,No,Yes,No,Yes,No
8436-BJUMM,Fiber optic,No,No,No,No,Yes,No
4184-TJFAN,Fiber optic,Yes,No,No,Yes,Yes,No
8329-GWVPJ,Fiber optic,No,No,No,No,No,No
1352-VHKAJ,DSL,No,No,No,Yes,Yes,Yes
4145-UQXUQ,Fiber optic,No,No,Yes,No,Yes,Yes
8146-QQKZH,DSL,Yes,No,Yes,Yes,Yes,Yes
6445-TNRXS,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4581-LNWUM,DSL,No,No,Yes,No,Yes,Yes
4869-EPIUS,Fiber optic,No,No,No,No,No,Yes
9948-YPTDG,Fiber optic,Yes,Yes,No,No,No,No
1236-WFCDV,Fiber optic,No,No,No,No,Yes,Yes
7296-PIXQY,Fiber optic,No,No,No,No,No,No
4883-QICIH,Fiber optic,No,No,No,No,No,No
3354-OADJP,DSL,Yes,No,No,Yes,No,No
3524-WQDSG,Fiber optic,No,No,Yes,No,Yes,Yes
0810-DHDBD,DSL,Yes,No,Yes,Yes,Yes,No
4026-SKKHW,DSL,No,No,No,Yes,No,No
1271-SJBGZ,DSL,No,No,Yes,Yes,No,Yes
3845-JHAMY,DSL,No,No,No,No,No,Yes
7013-PSXHK,DSL,No,No,Yes,Yes,Yes,Yes
5669-SRAIP,DSL,No,No,Yes,No,No,Yes
5981-ITEMU,Fiber optic,No,No,No,No,Yes,Yes
6941-PMGEP,Fiber optic,No,No,No,No,No,Yes
1624-WOIWJ,Fiber optic,Yes,No,No,No,Yes,No
2074-GKOWZ,Fiber optic,No,No,No,No,Yes,Yes
0376-YMCJC,Fiber optic,No,No,No,Yes,Yes,No
4829-ZLJTK,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1730-VFMWO,DSL,No,No,No,Yes,No,No
7143-BQIBA,DSL,Yes,No,No,Yes,Yes,No
3800-LYTRK,DSL,Yes,No,No,Yes,No,No
0634-SZPQA,Fiber optic,Yes,No,No,No,Yes,No
7030-NJVDP,Fiber optic,Yes,No,No,Yes,No,Yes
5536-RTPWK,Fiber optic,No,Yes,No,No,Yes,Yes
8883-GRDWQ,DSL,Yes,No,No,Yes,No,No
6166-ILMNY,Fiber optic,No,No,No,No,No,No
3097-NNSPB,DSL,No,Yes,No,No,No,No
7771-ZONAT,DSL,No,No,Yes,Yes,Yes,Yes
0655-RBDUG,Fiber optic,No,No,Yes,No,Yes,Yes
4194-WHFCB,Fiber optic,No,Yes,No,Yes,No,Yes
4361-BKAXE,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9845-PEEKO,Fiber optic,No,Yes,No,No,No,No
0455-XFASS,Fiber optic,No,No,No,No,No,No
1751-NCDLI,Fiber optic,No,No,Yes,No,Yes,Yes
9878-TNQGW,Fiber optic,No,No,No,No,No,Yes
4441-NIHPT,Fiber optic,No,No,Yes,No,No,No
8999-BOHSE,Fiber optic,No,No,No,No,Yes,Yes
7241-AJHFS,Fiber optic,Yes,No,No,Yes,No,No
